text,label
Trên web chính_thức họ ghi vậy thôi,neutral
Ngây_thơ hết_sức vu_vơ ! Thế 69 ngộp thở như vậy_sao ngủ ? ? ? ?,neutral
"bác nào cần mua đồ xiaomi chính hãng giá rẻ mời qua topic dính của em https : / / nhattao.com/threads/cuonglu ... 99-3300k-rn2-999-3800k.4297183 / # post-51948431 đảm_bảo hàng chính hãng , phát_hiện hàng nhái đền gấp 3 nhé",neutral
Có cách nào chỉnh màu đèn cho miband_1s không các bác ? Miband_1s của em chỉ hiện mỗi 1 màu trắng . Giúp em với !,neutral
"Chắc đ / c mua bản đời 1 mã 69 rồi , loại này chỉ có 1 màu thôi",neutral
"Có bác nào trên tay e đời 2 chưa . Ko biết cái dây đeo có khá hơn cái đời 1 kô , và có lắp vừa đời 1 vào ko nhỉ",neutral
"Tính mua mi_band mà lụm được em Nabu_X này giá rẻ , xài thấy rất đáng tiền , chất_liệu cao_su rất tốt , đeo vào nhìn cực chất , đo giấc_ngủ chuẩn_xác , rung mạnh , và rung cuộc_gọi đến khi mình bắt máy mới thôi , đèn thông_báo sáng rõ , pin cũng khá trâu .",neutral
Kết_nối Miband với i_Phone qa Bluetooth hao pin quá . Mình dùng từ sáng đến trưa là hết tầm 30% pin rồi . Có cách nào khác phụ ko nhỉ .,neutral
"mới mua 1 cái Miband , xài với ios . Nhu_cầu mình thì đơn_giản , chỉ cần theo_dõi đi bộ / đá bóng thôi . Còn các thông_báo gì đó mình không cần , tối chỉ cần bật bluethooth vài giây để đồng_bộ qua điện_thoai . Vậy pin chắc cả tháng mới hết",neutral
Phải cài miband notification hoặc trong mifit phải chọn chế_độ là hiện tất_cả app rồi chọn 3 app dùng để cài rung khi có tin_nhắn trong đó phải chọn cái app mesage,neutral
"máy mình sao ko kết_nối đc với miband nhỉ nó báo ko tìm thấy , mình dùng LG_G_pro . android_4.4.4",neutral
Hình_như 4.4.4 hay bị vậy đó bạn . Bạn cứu tắt mở vài lần hoặc để chút_xíu nữa sẽ kết_noi lại được . Mình bị vậy hoài,neutral
app trên ios ko có tiếng_việt hả mấy bạn,neutral
"Cho em hỏi khả_năng chống nước thực_sự của nó thế_nào ạ , đi tắm có cần tháo ra k ạ , em lười lắm .",neutral
"Em hỏi thêm chút là miband của em hình_như nó không đo được thời_gian em ngủ trong ngày , ví_dụ em dậy lúc 5h sau đó ngủ lúc 9h sáng đến 12 h trua thì nó k đo",neutral
e mới sắm đc một em dư này xong thấy rất là ok luôn ý : * đeo đi tập quá là ok ) mà giá lại rẻ nữa hí hí http : / / pintot.vn/sac-vong-deo-tay-xiaomi-thong-minh-47 share linh cho các a muốn mua em này,neutral
"Miband 1S hiện_tại có_giá rất tốt , sau khi nhập voucher giảm 15% : AMB4ccfg0 chỉ còn 395k thôi , bác nào chưa mua thì đây là thời_điểm tốt nhất để sở_hữu em nó nhé http : / / www.lazada.vn/vong-deo-tay-do-nhip-tim-miband-pulse-miband-1s-1718540.html View attachment 3188239",neutral
"ngoài mi_fit có ứng_dụng nào kết_nối với em này nữa không nhỉ , như nike_+ hay runnastic chẳng_hạn",neutral
ZenMAX kham mới nổi,neutral
Nó đêm số lần bác đẩy ra đẩy vào luôn : v,neutral
"Bạn nào có pm mình đẻ làm cái mibank_2 , cái",neutral
"Mọi người tư_vấn giúp mình giữa vidonn_x_6s , i5_plus và miband_2 thì nên chọn ai ? Mi_band ko hiển_thị đc tên người gọi và nội_dung tin_nhắn cũng bất_tiện",neutral
Mình không_thể dùng Miband_2 mở khoá điện_thoại android_lolipop được . Help . Mình đã cài mật_khẩu . Vào smart lock add trust device nhưng không thấy có smart band ở đó mặc_dù đã chắc_chắn kết_nối smart band với smart_phone rồi .,neutral
"MB2 và dt kết_nối với nhau qua bluetooth , khoảng_cách bao_xa thì do chính thằng bluetooth đó quyết_định . Như của tui tui để dt trong nhà ra cửa nói_chuyện với thằng bạn khoảng_cách tầm 10 mét gì đó nó vẫn thông_báo dc .",neutral
Mở khoá bằng vân_tay thì lại phải đổi ĐT rồi .,neutral
"Các bạn cho mình hỏi , Mi_Band_2 của mình không tự_động hiển_thị giờ khi đưa lên_mặt là do chưa kích_hoạt tính_năng gì hay_sao ạ ? Phải bấm nút mới hiển_thị , nhưng thấy giới_thiệu khi đưa lên_mặt , cảm_ứng sẽ nhận ra và hiển_thị giờ ? Chức_năng đo giấc_ngủ phải bật lên hay tự_động đi ngủ mang theo là nó bắt_đầu tính ạ ? Mình đang dùng Mi_Band_2 và kết_nối với Iphone_5 trên app Mi_Fit .",neutral
"Cùng câu_hỏi như bạn trên . Mình chưa rỏ cách đo giấc ngũ của Miband_2 . 1/Phải đeo nó khi đi ngũ phải ko ? Vậy có mở phần sleep và chỉnh thông_số trong phần edit sleep ko ? trên vòng Miband có hiện icon gì ko ? 2 / Hay cứ đeo rồi ngủ . Không thao_tác gì hết . Miband sẽ tự_động theo_dõi và sync vào DT sáng_mai mình chỉ cần mở dt xem ? Bạn nào sử_dụng thành_thạo phần sleep , vui_lòng hướng_dẫn . Thanks .",neutral
"Ngoài_ra , một_số anh_em Android gặp lỗi không_thể thông_báo khi có tin_nhắn mặc_dù đã bật trong Mifit , tuy_nhiên chỉ là thiểu_số và có người sửa được , có người không . iOS có_vẻ ổn_định hơn nhưng không nhiều tính_năng bằng Android . [ / QUOTE] có bác nào sửa đc báo run khi có sms chỉ mình với , mình đang dung nó với s_7_edge , cám_ơn nhiều",neutral
"Xiaomi hôm_nay chính_thức ra_mắt vòng đeo theo_dõi sức_khỏe Mi_Band_2 với màn_hình OLED hiển_thị thông_tin , thời_gian , bổ_sung thêm phím bấm mới , một_số chúc năng khác và đặc_biệt là thời_lượng pin được tuyên_bố là tới 20 ngày . Mỗi chiếc Mi_Band_2 sẽ có_giá vào_khoảng 22 đô_la và hiện hãng vẫn chưa cho_biết thời_điểm bán ra cụ_thể . Một_số điểm đáng chú_ý của Mi_Band_2 : Chức_năng theo_dõi luyện_tập thể_thao , đo nhịp tim và theo_dõi giấc_ngủ . Màn_hình OLED báo giờ , đếm bước và nhịp tim . Pin 20 ngày , chống nước IP67 . Gia_tốc kế ADI , cảm_biến đo nhịp tim bằng ánh_sáng . Nút siêu mỏng 0,05 mm Thuật_toán đo bước nâng_cấp so với phiên_bản đầu . Vòng đeo bằng silicon . Bluetooth_4.0 thế_hệ thứ 2 . Giá 22 đô_la . ​",neutral
"cũng chưa thấy có báo số cuộc_gọi hay hiện nội_dung sms , fb nhỉ .",neutral
ngón chờ review rồi làm 1 chiếc,neutral
ra cái về mình sẽ mua 1 cái đeo chơi,neutral
có chức_năng nghe gọi thì mua,neutral
Xiaomi rất biết lâng nghe người dùng . Chỉ cần thêm cái màn led nhỏ báo giờ là đập chết hết các thể_loại smartwatch ở phân khúc bình_dân .,neutral
"Ko biết chạy trên máy chạy thì_có đếm đc k nhỉ ? Chưa dùng bh = , =",neutral
"Không thấy nói tới việc hiển_thị tin nhắn và các notification nhỉ ! Đang đeo con i_5_plus của Tàu , chỉ thua con Mi này cái đo nhịp tim , giá có 400k",neutral
"giá gốc đã trên 500k rồi bác , về VN chắc gần 550k với cả 22 $ là làm_tròn xuống rồi , vì nó tận 149 tệ cơ_mà sao có 22 $ đc",neutral
Hic giá ngon ghê ... thôi mua về để tập_thể_dục cũng tốt chán ...,neutral
"chắc ko có báo cuộc_gọi đâu , nếu có mấy cái smart_watch có mà vứt sọt",neutral
dòng sức_khỏe mà bác thêm mấy cái đó càng hại sức_khỏe,neutral
"Có nhé , nó đo theo nhịp chuyển_động nên bạn ngồi 1 chỗ vung_vẩy tay cũng vẫn đếm như_thường",neutral
Cái này nếu mình ko xài smartphone IOS/Android thì_có được không nhỉ ? Có bác nào đang xài BB10 mà xài cái này không ?,neutral
"BB10 vẫn dùng ngon nhé bác . Tải app apk Miband về dùng thôi , nhưng không chạy ngầm nên cũng ngốn pin lắm .",neutral
Cứ tháo ra gắn vào để sạc chắc hư sớm,neutral
500k cả ship tận nơi thì mua luôn không từ,neutral
h thấy nhiều đại_lí phân_phối cho Mi mà bác chờ vài hôm là có hàng thôi,neutral
giá con này 22 $ ah . .,neutral
"Nếu thế_thì cái i_5_+ cùi bắp kia vẫn hơn cái đọc tin_nhắn , xem ai gọi đến",neutral
Mới xem thông_báo từ trang mi . com là ngày 7 tháng 6 cho_phép bán . Sớm lắm cũng 1 đến 2 ngày_sau mới mua được . Ai cần thì inbox cho mình qua viber ( +84903 075 780 ) .,neutral
giá rẻ vầy mua về nghịch ngon .,neutral
hơi tiếc vì không có nhiều tính_năng,neutral
"Xiaomi làm đủ thứ nhỉ . Những cái rẻ như vạy minh thâys ngon . Đủ nhu_cầu , pin ổn",neutral
"xem coi hở bền thì quất , vui_vẻ thoy là",neutral
"Vòng đeo tay sức_khỏe nên tính_năng như_thế đủ dùng rồi . Thà ít tính_năng mà làm thật ngon , đo thật chính_xác còn hơn là ôm_đồm quá nhiều thứ mà dở_dở_ương_ương .",neutral
"Xiaomi làm đủ thứ nhỉ . Những cái rẻ như vạy minh thâys ngon . Đủ nhu_cầu , pin ổn",neutral
Không có tính nắng thấy call ID chán,neutral
Tối_thiểu là phải 550k,neutral
Giá bên china là 149 tệ ( tương_đương 520k vnđ ) và 7.6 này mở bán đợt đầu .,neutral
"Ngon thế_này mới có hơn 500k . Méo hiểu sao cái Fitbit chả có chức_năng mẹ gì , màn_hình ko , lại dùng pin rời tháo_lắp lại lên đến 2 củ .",neutral
Giá ngon quá . k biết đo có chuẩn k nhỉ ?,neutral
"e chỉ cần cái đồng_hồ như dáng như vòng_tay mi_band này thôi bác nào biết thì bảo e với , chống được nước thì càng tốt vì e hay quăng_quật nhiều",neutral
Về chắc phải đợi 1-2 tháng cho giá ổn_định + đánh_giá của ae Cơ_mà chắc_chắn sẽ mua 1 em !,neutral
"Thề sẽ mua ngay khi về Việt_Nam , hi_vọng thương_gia không làm_giá",neutral
nó vẫn báo rung báo cuộc_gọi chỉ là k trả_lời trực_tiếp đc thôi,neutral
"nó chỉ đen , dây nó colorful lắm bác ạ",neutral
"Đợi đánh_giá thôi thím , giá này quá ổn rồi , có 5-600k chứ nhiêu mà đắn_đo .",neutral
Cho e xin giá đc ko ạ,neutral
Hóng chờ thêm tính_năng báo cuộc_gọi và tin_nhắn mà chưa thấy có . Như con i_5_plus mà cũng làm được,neutral
"Nói thực hơn con i_5_+ mỗi cái đo nhịp tim , còn thua vụ hiển_thị số gọi đến , đọc tin_nhắn ... i5_+ giá có hơn 400k tại VN",neutral
"Tất_nhiên là chỉ smartphone của Xiaomi rồi bác . Đang dùng miband_79 , sẽ nâng_cấp lên miband_2 này .",neutral
Sao ko có cái nào đo được huyết_áp nhỉ .,neutral
"Mình thấy thế_này còn hay hơn dùng đồng_hồ để lên fb hay sms , như_thế vừa đúng nghĩa đồng_hồ",neutral
Ai bán pm t nhé . Đang dùng 1s thấy pin quá ổn,neutral
Đi xe_đạp bác cần đo gì ? Đạp xe thì đo quãng đường vs vận_tốc thôi còn gì nữa . Lắp cái đồng_hồ điện_tử 200k là full,neutral
"Không hiểu sao pin em lâu vãi . Mua mới cách đây hơn tháng , về sạc lên 87% mà hóng quá rút ra dùng . Đúng 35 ngày_sau nó báo yếu pin , kiểm_tra còn 4% . Tính ra 35 ngày hết 83% , mỗi ngày hết có 2,5%",neutral
em sinh_viên thím ơi . mới lại đợt 1s mới về toàn 500k - 600k thì miband_2 mới về chắc cũng 7 - 800k,neutral
Mua đeo chơi_đẹp chán,neutral
"Mình xài con Mi_Band 1S được 4 tháng rồi . Tracking bước chân hơi tệ , có ngày mình toàn ngồi_không mà cũng được 4000 bước , mấy thao_tác với tay lấy sách hay bút cũng tính thành 1 bước . Còn lại đo nhịp tim cũng ổn . Đo giấc_ngủ thì khá chuẩn_xác . Pin thì cứ hơn 1 tháng sạc 1 lần . À unlock phone thì cái phone nào cũng unlock được hết miễn_là mở bluetooth connect thương xuyên .",neutral
"Xe mình có lắp đồng_hồ mà , ý mình ở đây là smart để có_thể tự đồng_bộ với phone",neutral
"Thằng Xiaomi này nó định phá đảo thế_giới thực hả các bác , giá ghê quá đi",neutral
Tôi thấy quả đen áo cam kia hấp_dẫn hơn,neutral
nó có nghe trộm không nhỉ,neutral
"cái này dùng phải bắt_buộc kết_nối với đt hả , mua vè dùng làm đồng_hồ ok ko",neutral
"Em đang dùng đây . Nhanh vù_vù , pin 2 ngày về vẫn phải xả pin để sạc , ko nóng máy , dùng hơn thabgs nay chưa thấy vấn_đề gì .",neutral
"lên mạng ít thông_tin người dùng của em này quá , toàn note_3_pro , mà màn to thì ko thik , mình vẫn phân_vân em này và em m_7_dual_sim",neutral
"mới mua con miband_1s , phải_chi con này ra sớm hơn nhỉ",neutral
mình ko thích đeo đồng_hồ nhưng nếu giá này chắc mua 1 cái đeo chơi vậy,neutral
"Thì bác không cài cái app đó trên điện_thoại là được , và tắt bluetooth luôn đi cho khỏi kết_nối . Mong em này về nhanh để còn khỏi mua đồng_hồ",neutral
Vãi giá,neutral
"Vẫn phải tháo hạt khỏi vòng để xạc thì hơi thất_vọng , do nhanh hư vòng . Hi_vọng chất_liệu vòng tốt hơn",neutral
Mới lên trang gearbest . com mà nó có_giá gần 40usd lận 15/7 bắt_đầu giao hàng,neutral
"Mỗi cái 1 nhiệm_vụ khác_nhau . SMW thì nó vẫn là đồng_hồ , đổi được mặt . Giá_trị nó ở chỗ đó",neutral
"em biết tin sắp ra miband_2 từ 2 tháng trc rồi , bác chăm đọc genk ý , ko em cũng tí thì mua 1s : v : v",neutral
chắc là có hiển_thị còn bỏ_túi quần đi xe_máy hoặc đang hoạt_động biết đằng zời ... mình đi xe_máy hay bỏ_túi tuần chụp ảnh bỏ bao cuộc_gọi lỡ rồi . . toàn phải có gear_fit nó rung ms biết,neutral
mình cũng đang xài 1s hehe,neutral
Miband của mình xài 3 tháng mới sạc pin 1 lần 20 ngày thì tạm ổn chứ chưa ngon,neutral
"Pin con 1s nó đc hơn tháng , con này 20 day là bt mà",neutral
"1 Tháng mới sạc 1 lần , nên việc tháo ra tháo vào ko ảnh_hưởng mấy đâu . Mà dây của nó có 90k thôi .",neutral
Like bác . bản 2 này thêm cái màn_hình hiển_thị đồng_hồ thế_là quá ngon rồi . Ko cần nhiều chức_năng quá dẫn đến giá cao . khó mua lắm .,neutral
"Con này có đo được lượng calo đốt khi mình tập_thể_hình ko nhỉ , vì mình k chạy bộ mấy mà toàn tập_tạ .",neutral
Hình_như vẫn ko có GPS fải ko các bác ? Cần mỗi cái GPS để chạy mà mãi ko có trong khi đo nhịp tim thì lại có .,neutral
thấy phản_hồi bên china hơi tệ số_liệu k đúng lắm và vẫn có lỗi nhỏ ví_dụ như ngủ 8h chỉ báo 2h ? ? ? bác nào dùng zồi phản_hồi cái ạ ),neutral
ý em là báo nội_dung ý . Như của i_5 chẳng_hạn,neutral
Chuẩn bác ạ . chỉ cần có rung và hiện SĐT người gọi_là quá ok,neutral
"còn chưa bán thì ai dùng mà phản_hồi bác , có_chăng là dùng bản cũ , bản miband đầu_tiên khá ngon , miband_1s thêm đo nhịp tim thì tracking thông_số khác hay sai , bản này nâng_cấp hết cảm_biến rồi nhưng cũng chưa ai sài mà nhận_xét",neutral
"Phát_hiện thú_vị đó bạn , hay nó xoay màn_hình như điện_thoại ko ta , kiểu detect để tay kiểu đó thì_là ổng đâu có coi , để cho người khác coi .",neutral
"2 con này nằm 2 đẳng_cấp khác_nhau . Con miband chỉ ăn được con AW khoản pin thôi . Con AW nhiều thím cứ chê nhưng cá_nhân em thấy đây là con SW đẹp nhất ở thời_điểm này . Giờ có con Gear_S2 của Sam nhìn cũng đẹp , pin cũng trâu hơn thì_phải",neutral
"vâng , cũng vì pin nên thấy hơi mệt chứ còn lại thì okie hết bác ạ ! quẹt quẹt cũng sướng ! vì pin nên phải tắt bật , tắt bật bluetooth ko thì cái iphone cũng down pin theo ! chỉ bật bluetooth khi đi_ngoài đường còn lại ngồi làm_việc thì tắt !",neutral
"cps đã để giá bán 750k , chắc order mua cho rẻ thôi",neutral
Công_nhận là nó đù mỗi khoản pin . Giá_mà nó sống thoải_mái được 2 ngày làm_việc là cũng sung_sướng lắm rồi bác nhỉ ? Chờ AW_2 xem sao . Hi_vọng nhất khoản pin thôi,neutral
"Nếu nó có_thể hiển_thị tên người gọi hoặc tên người nhắn_tin thì tuyệt chứ cái này chỉ hiển_thị biểu_tượng thôi_thì chẳng biết ai đag gọi , đang nt . Nâng_cấp k nhiều so với miband_1s",neutral
"Bác cứ đòi_hỏi cao qá , nó là smartband chứ chưa so bằng smart_watch đx . Giá nó về Việt_Nam ! Là 750 còn smart_watch là 1 trời 1 vực k thể đòi_hỏi thêm đc . Cái này nhắm đến sự đơn_giản , nhỏ , nhẹ , dễ hoạt_động thể_thao bác ah",neutral
"Có nhiều loại smartband giá rẻ khác hiển_thị được tên người gọi và nội_dung tin_nhắn mà ( i5_plus , vidonn ... ) . Miband_2 mà ko hiển_thị được nội_dung quan_trọng như_vậy thì cũng chẳng hơn được mấy loại kia",neutral
"Miband_2 đã về VN . Lúc này các bác thương_gia bán giá gần 700k . Bác nào máu có_thể xúc luôn , còn ko đợi tầm 1-2 tháng nữa chắc xuống còn 600k hoặc rẻ hơn . Muộn hơn so với thời_điểm dự_kiến khoảng 1 ngày , trong_sáng nay ( 08/06/2016 ) , những mẫu Mi_Band_2 đầu_tiên đã cập bến thị_trường Việt_Nam . Ghi_nhận nhanh , Mi_Band_2 xách tay hiện được niêm_yết với mức giá 690.000 đồng , chủ_yếu là phiên_bản dây đeo màu đen , đưa về bởi đơn_vị Mi_Việt_Nam . So_sánh với các mẫu vòng đeo tay thông_minh của Xiaomi trước_đây , sức hút dành cho Mi_Band_2 nhiều hơn cả . Bởi điểm cải_tiến lớn nhất của Mi_Band_2 là việc được trang_bị thêm tấm màn OLED , giúp hiển_thị trực_tiếp thông_tin lên màn_hình , thay_vì buộc người dùng phải theo_dõi qua smartphone . Mi_Band_2 đầu_tiên đã về tới thị_trường Việt_Nam_Cấu hình chi_tiết và tính_năng có trên vòng đeo tay Xiaomi_Mi_Band_2 : - Màn_hình OLED tiết_kiệm năng_lượng , hiển_thị thông_tin , kích_thước 0,42 inch ( chống xước , chống bám vân tay ) . - Phím cứng đa_năng giúp hiển_thị thời_gian , nhịp tim và các chế_độ khác . - Thuật_toán đếm bước_đi được cải_thiện tính chính_xác . - Cảm_biến đo nhịp tim hiệu_quả hơn . - Cảnh_báo ít vận_động , thông_báo qua chế_độ rung để nhắc_nhở người dùng . - Theo_dõi và chăm_sóc giấc_ngủ tốt hơn . - Dây đeo sử_dụng vật_liệu thân_thiện với da tay . - Mở khóa smartphone Xiaomi bằng Mi_Band_2 . - Rung khi có cuộc_gọi và tin nhắn . - Bluetooth 4.0 thế_hệ thứ 2 . - IP67 chống nước và chống bụi . - Pin dùng 20 ngày . - Tối_ưu_hóa giao_diện Mi_Fit_2.0 . - Tương_thích với smartphone Android / iOS . - Bốn màu_sắc tùy chọn : đen , xanh dương , xanh lá cây và màu cam . Về cơ_bản , Mi_Band_2 được đóng_gói tương_tự các vòng đeo thông_minh Xiaomi trước đó . Mở hộp sản_phẩm , chúng_ta sẽ nhận được : dây đeo cao_su có khóa cài , bộ_điều_khiển Mi_Band_2 hình con nhộng , sách hướng_dẫn sử_dụng , và cuối_cùng là dây sạc dành cho vòng đeo tay này . Màn_hình OLED trên Mi_Band_2 có_thể hiển_thị thời_gian Như đã đề_cập , màn_hình OLED là cải_tiến lớn nhất được Xiaomi đưa lên Mi_Band_2 . Thông_qua màn_hình , chiếc vòng đeo tay thế_hệ thứ 3 của Xiaomi sẽ hiển_thị cho người dùng những thông_tin cơ_bản như : thời_gian , nhịp tim , số bước_đi , lượng calo tiêu_thụ , hay thông_báo cuộc_gọi . Màn_hình Mi_Band_2 được trang_bị thêm tấm kính chống xước , chống bám vân tay Đặc_biệt , màn_hình này cũng được Xiaomi trang_bị thêm tấm kính chống xước , chống bám vân tay . Nhà_sản_xuất Trung_Quốc cho_biết , chất_liệu dây cao_su trên Mi_Band_2 lần này cũng đã được làm mới . Qua trải_nghiệm , đúng là dây đeo có mềm_mại hơn , cho cảm_giác thân_thiện hơn với da tay . Dây cao_su mềm_mại và thân_thiện với da tay Điều thú_vị nữa_là trọng_lượng của Mi_Band_2 rất nhẹ . Khi đeo chiếc vòng này trên tay , chúng_ta không hề có cảm_giác vướng_víu hay nặng_nề . Ngược_lại , thiết_bị có kích_thước rất vừa_vặn với tay nam_giới , ôm sát vào phần cổ_tay , thao_tác bấm khóa cũng đơn_giản và ít phải dùng lực hơn . Cảm_giác đeo tay Mi_Band_2 rất thoải_mái Sử_dụng Mi_Band_2 ra_sao ? Để sử_dụng được Mi_Band_2 , chúng_ta cần tải về ứng_dụng Mi_Fit có sẵn trên App_Store ( dành cho i_Phone ) hoặc Google_Play ( dành cho smartphone Android ) . Sau khi đăng_nhập bằng tài_khoản Xiaomi ( hoặc đăng_kí tài_khoản mới ) , chúng_ta sẽ khám_phá được đầy_đủ các chức_năng của chiếc vòng đeo tay thông_minh này . Mi_Band_2 sẽ kết_nối với smartphone i_OS / Android thông_qua sóng Bluetooth . Về mặt tính_năng , màn_hình OLED 0,42 inch của Mi_Band_2 sẽ hiển_thị được 5 thông_số chính là : thời_gian , nhịp tim , số",neutral
"Để_ý mới thấy nó xấu hơn 2 dòng trước vì mặt hiển_thị không lồi lên , lắp vào dây rất dễ lệch . Màn hiển_thị OLED ko phải onscreen liên_tục nữa .",neutral
Em mới chạy bộ trời mưa 3 lần và đi bơi 1 lần chưa sao ...,neutral
nếu có chip GPS nữa thì ngon,neutral
Có làm_chi vậy trời . Smartphone có GPS rồi . Còn muốn theo_dõi người đeo thiết_bị thì cần có khả_năng kết_nối mạng nữa để gửi tọa_độ về . Loằng_ngoằng,neutral
Cho mình hỏi cái màn_hình sáng liên_tục được mấy giây vậy ? ai đang có cho mình biết với .,neutral
"con này giờ đội lên 1tr3 vẫn có người mưa , kinh thật",neutral
"Không biết từ khi nào mà nghĩ tới android , pin dự_phòng , ổ_cắm điện , vòng sức_khỏe , nồi_cơm_điện , tivi , tv android_box thì đầu mình chỉ nghĩ tới mỗi xiaomi . : | Các hãng như sam , như htc hay asus , ... đều không phải lựa_chọn : |",neutral
"Giá hạ nhiệt rồi . Lazada đang bán 820.000đ ( miễn_phí giao hàng ) http : / / www.lazada.vn/vong-deo-tay-xiaomi-miband-2-den-2260091.html Vòng đeo tay Xiaomi_Miband_2 ( Đen ) Mua_Vòng đeo tay Xiaomi_Miband_2 ( Đen ) chính hãng , giá tốt tại Lazada.vn , giao hàng tận nơi , với nhiều chương_trình khuyến_mãi giảm_giá hấp_dẫn . lazada.vn",neutral
"Em xin , chờ tiếp . Nước ng ta có 22 $ , về đây cao lắm 600 xu là đã thấy lời rồi . Gì mà 820 ? Nâng_giá rồi lại tự cho mã giảm_giá , làm trò_hề không .",neutral
"Có tính_năng giơ tay lên là hiện_giờ nhé bạn , delay khoảng 1-2s là hiện .",neutral
khoảng 3-4s j đó,neutral
"bạn cũng đang xài misfit ah ? cho mình hỏi bạn có biết cái nào ngoài miband_2 mà có các tính_năng như nó ko nhỉ ( xem giờ , báo_thức rung , theo_dõi sức_khỏe , gửi thông_báo từ dt như call , sms , fb , whatsapp ... . ) , mình đang xài miband rất ổn nhưng thấy hãng khác đẹp quá , muốn đổi mà nó ko lại ko nhiều tính_năng như cái này",neutral
Pin có_vẻ ko đúng như quảng_cáo,neutral
"đọc cái giá 22 $ nghĩ chắc_chắn sẽ hốt 1 em , vậy_mà lên Amazon với Ebay toàn giá 50 $ chưa kể thuế = . = !",neutral
"Hiện_tại mua trên lazada rẻ nhất rồi 820k Pin con này trâu , nếu xài bình_thường nó trụ dc hơn 40 ngày cho 1 lần xạc , tui xài 19 ngày rồi mà mới mất có 41% pin",neutral
"mình có hỏi 1 bạn trên tinhte thì bạn đó trả_lời là , fibit chỉ gửi thông_báo từ app mặc_định như sms , call thôi , còn fb , whatsapp ... ko có , thứ 2 là ko có báo_thức rung , cái miband 2 đang làm khá tốt điều này , mình thích nó chỗ đó",neutral
"IP68 lận bác , chắc đc á , miband_1 thì mình đang xài vô nước vô_tư",neutral
"miếng dán da đó mỏng hay dày , nó có_dễ bong chốc hok bạn , nếu dính nước thì_có sao không ạ ?",neutral
"Mình mua loại thường thôi bạn , nghĩ cái hi res cũng chẳng làm_gì mà mắc hơn gần 100k .",neutral
Dây đeo da dành cho MIBAND_2 : có ai mua chua anh_em không biết giá_cả thế_nào,neutral
"Nhìn đẹp phết , rổ giá thế_nào bạn ?",neutral
"mình cám_ơn bạn rất nhiều nha , mình mới tậu dây cao_su cho mb_2 và dán da lun p / s : cuối tháng ms mua mb_2 nên h chuẩn_bị sẵn",neutral
Nếu giá 620.000 là sát giá lắm rồi . Múc luôn đi,neutral
"bác ơi cho e hỏi , dán da vậy khi mình cắm sạc nó có bị cấn hay j không ạ , thank bác",neutral
"Không hề bạn ak , mình mới cắm sạc đêm qua sau khoảng 14 ngày chiến_đấu , sử_dụng hầu_như liên_tục . Phải công_nhận con này pin trâu thật",neutral
"Mình mới mua một chiếc , về cài phần_mềm Mi_Fit nhưng không connect được , máy nó báo thế_này ạ . Còn_Mi_Band thì chỉ hiện đồng_hồ , ko xem được các tính_năng khác . Nhờ các bác giải_thích giúp . Cám_ơn .",neutral
"Mình cũng không rành , nhưng chắc con này đã được ai sử_dụng trước rồi . Bạn mua mới nguyên_seal hả ?",neutral
"Mua mới mà . Mấy hôm đầu đầy_đủ chức_năng , sau thằng em_trai thử trên phone của nó , rồi nó xoá Mi_Fit đi nên bị hiện_tượng này .",neutral
"Bạn thử cài lại Mi_Fit trên dt của e bạn đi , xem có connect dc ko , nếu dc thì unpair rồi máy bạn connect lại thử",neutral
"miband_2 nó có tính_năng này là để phòng hờ khi bạn mất thì ng khác cũng không sử_dụng đc , cài mìit vào đt đã kết_nối vs mi_band từ trước đó , bật wifi lên và hủy kết_nối nhé rồi bạn kết_nối mi_band_2 vs đt bạn là vào ngay",neutral
Cám_ơn . Thế_thì hôm nào gặp chú em phải bảo nó huỷ kết_nối . Mình nghĩ đơn_giản khi ko kết_nối Bluetooth nữa_là huỷ rồi .,neutral
"Báo_cáo bác hôm_qua gặp thằng em , bắt nó tải lại Mi_Fit rồi connect . Máy nó vào bình_thường và nhận tín_hiệu từ Mi_Band . Sau đó bọn em disconnect , tắt Bluetooth , xóa cài_đặt Mi_Fit các kiểu nhưng vẫn tình_trạng cũ , nghĩ là khi em connect vào phone của mình nói vẫn báo Mi_Band đang được kết_nối với máy khác . Các bác thông_thạo hướng_dẫn giúp em làm cách nào để thoát khỏi cài_đặt trên máy của chú em .",neutral
"bác xem_lại kỹ coi phải bật wifi rồi ngắt kết_nối nhé , nếu bác làm đúng là kết_nối đc vs đt khác ngay ạ = ) ) )",neutral
Đương_nhiên phải bật wifi hoặc 3G mới kết_nối được ạ .,neutral
"Mình mới lấy em nó về . Do điện_thoại mình chưa lên 4.4 nên tạm_thời mình sử_dụng em nó độc_lập . Mình bị trường_hợp là cảm_biến tự sáng màn_hình không được ( tức_mình đưa tay lên mà chẳng thấy đồng_hồ giờ ) . Có phải bị vấn_đề gì không , có cần mang bảo_hành không . Mong các bác chỉ_giáo .",neutral
Phải lên dt chỉnh lại mới dc . Mặc_định nó chưa bật tính_năng đó,neutral
"em này với em Vindonn X6 cũng ngang_ngửa , thấy quảng_cáo cũng rất ok , bác nào đã sử_dụng qua thì cho em xin ít ý_kiến ^ ^ cũng đang định tậu em này mà tìm mà 0 thấy chỗ nào bán hết",neutral
Pin vidonnx_6 15 ngày . Pin I5 5-7 ngày .,neutral
